"method","beta","lci95","uci95","or","or_lci95","or_uci95","pval","exposure","outcome"
"BWMR",0.0121604891434896,-0.0744357207970501,0.0987566990840294,1.01223472851542,0.92826714041322,1.10379771189204,0.783133473216174,"GCST90277256","GCST012879"
