"id.exposure","id.outcome","outcome","exposure","method","nsnp","b","se","pval","lo_ci","up_ci","or","or_lci95","or_uci95"
"u5hqzI","qdac6V","GCST012879","GCST90277305","Inverse variance weighted (multiplicative random effects)",13,0.12892246073709,0.0394057222548737,0.00106914851831827,0.0516872451175374,0.206157676356642,1.13760191193208,1.05304634561975,1.22894696459906
"u5hqzI","qdac6V","GCST012879","GCST90277305","Inverse variance weighted",13,0.12892246073709,0.0394057222548737,0.00106914851831827,0.0516872451175374,0.206157676356642,1.13760191193208,1.05304634561975,1.22894696459906
"u5hqzI","qdac6V","GCST012879","GCST90277305","Inverse variance weighted (fixed effects)",13,0.12892246073709,0.0353987434846561,0.000270521036676153,0.059540923507164,0.198303997967016,1.13760191193208,1.06134919422216,1.219333012242
