"method","beta","lci95","uci95","or","or_lci95","or_uci95","pval","exposure","outcome"
"BWMR",0.00324054155902915,-0.0929918549009304,0.0994729380189886,1.00324579778997,0.911200922087698,1.10458857798035,0.947376805460373,"GCST90277259","GCST012879"
