"method","beta","lci95","uci95","or","or_lci95","or_uci95","pval","exposure","outcome"
"BWMR",0.194626720797004,0.0798953101104907,0.309358131483517,1.21485742083188,1.08317366440773,1.36255025527905,0.000884560455555134,"GCST90277336","GCST012879"
