"method","beta","lci95","uci95","or","or_lci95","or_uci95","pval","exposure","outcome"
"BWMR",0.143595917449672,-0.0412921924549065,0.32848402735425,1.15441753428261,0.959548716087431,1.38886105636529,0.127943642974134,"GCST90277243","GCST012879"
