"method","beta","lci95","uci95","or","or_lci95","or_uci95","pval","exposure","outcome"
"BWMR",-0.0153968179460761,-0.121461243678407,0.0906676077862549,0.984721107056347,0.885625376265641,1.09490500686763,0.776009649816455,"GCST90277241","GCST012879"
