"","RSSobs","Pvalue"
"1",0.00159785528621269,"1"
"2",0.000794237041692958,"1"
"3",0.00109372047726875,"1"
"4",0.0101296606519884,"1"
"5",0.00131844869908495,"1"
"6",0.00164458645005248,"0.63"
"7",0.0037523560390859,"1"
"8",0.00864925742985798,"0.03"
"9",0.00450911142795226,"1"
"10",7.1741130283483e-05,"1"
"11",0.0013441255784417,"1"
"12",0.0032655899453508,"1"
"13",0.000867577328095114,"1"
"14",0.000146804171397211,"1"
"15",0.00109600112883965,"0.69"
