"method","beta","lci95","uci95","or","or_lci95","or_uci95","pval","exposure","outcome"
"BWMR",0.000765479241890561,-0.099406135747845,0.100937094231626,1.0007657722959,0.905374928220788,1.10620705277004,0.988049979841078,"GCST90277261","GCST012879"
