"id.exposure","id.outcome","outcome","exposure","method","nsnp","b","se","pval","lo_ci","up_ci","or","or_lci95","or_uci95"
"e6wxaN","jvBUeO","GCST012879","GCST90277255","Inverse variance weighted (multiplicative random effects)",14,-0.034521845393626,0.0545531903631606,0.526857234846614,-0.141446098505421,0.0724024077181688,0.966067235336951,0.868101966317267,1.07508788069084
"e6wxaN","jvBUeO","GCST012879","GCST90277255","Inverse variance weighted",14,-0.034521845393626,0.0545531903631606,0.526857234846614,-0.141446098505421,0.0724024077181688,0.966067235336951,0.868101966317267,1.07508788069084
"e6wxaN","jvBUeO","GCST012879","GCST90277255","Inverse variance weighted (fixed effects)",14,-0.034521845393626,0.0488070207515167,0.479371923340511,-0.130183606066599,0.0611399152793467,0.966067235336951,0.877934222072306,1.06304764038998
