"method","beta","lci95","uci95","or","or_lci95","or_uci95","pval","exposure","outcome"
"BWMR",0.120314113959551,0.0523254725390517,0.18830275538005,1.12785106970932,1.05371864319021,1.20719894600446,0.000523456745354117,"GCST90277298","GCST012879"
