"method","beta","lci95","uci95","or","or_lci95","or_uci95","pval","exposure","outcome"
"BWMR",0.10081655152591,0.0345411669636529,0.167091936088168,1.10607371561539,1.03514464126081,1.18186291616708,0.00286834648397462,"GCST90277250","GCST012879"
