"method","beta","lci95","uci95","or","or_lci95","or_uci95","pval","exposure","outcome"
"BWMR",0.0152252035332188,-0.100275083736631,0.130725490803068,1.01534169740798,0.904588546209828,1.13965489261919,0.79612410860798,"GCST90277263","GCST012879"
