"method","beta","lci95","uci95","or","or_lci95","or_uci95","pval","exposure","outcome"
"BWMR",0.130153466507855,0.0267598994673677,0.233547033548341,1.13900316875117,1.02712116081745,1.26307223326282,0.0136144167710064,"GCST90277288","GCST012879"
