"method","beta","lci95","uci95","or","or_lci95","or_uci95","pval","exposure","outcome"
"BWMR",0.145675743189321,0.0120300324874539,0.279321453891188,1.15682102013419,1.01210268437082,1.32223231228384,0.0326445327163493,"GCST90277247","GCST012879"
