"method","beta","lci95","uci95","or","or_lci95","or_uci95","pval","exposure","outcome"
"BWMR",0.0118175390666769,-0.199447665720089,0.223082743853443,1.01188764205759,0.819183091048308,1.24992399298496,0.912697666276357,"GCST90277239","GCST012879"
