"","RSSobs","Pvalue"
"1",0.000241499825400653,"1"
"2",0.00136619763503281,"1"
"3",0.0185703835174115,"0.354"
"4",1.45039477423037e-05,"1"
"5",0.0047672662156864,"<0.006"
"6",0.00337492113659167,"0.108"
