"method","beta","lci95","uci95","or","or_lci95","or_uci95","pval","exposure","outcome"
"BWMR",0.0716217866943777,-0.0459313105304538,0.189174883919209,1.07424897196624,0.955107565769604,1.20825223789391,0.232410411677371,"GCST90277244","GCST012879"
