"method","beta","lci95","uci95","or","or_lci95","or_uci95","pval","exposure","outcome"
"BWMR",-0.0903800245185,-0.22402558298486,0.0432655339478597,0.913583934998591,0.799294685763954,1.04421513260754,0.185011172156856,"GCST90277251","GCST012879"
