"method","beta","lci95","uci95","or","or_lci95","or_uci95","pval","exposure","outcome"
"BWMR",-0.115347762154108,-0.193729850219798,-0.0369656740884187,0.891056214390529,0.823880445328733,0.963709214978609,0.00392218778749207,"GCST90277311","GCST012879"
