"method","beta","lci95","uci95","or","or_lci95","or_uci95","pval","exposure","outcome"
"BWMR",0.0143801188281634,-0.105631801711178,0.134392039367505,1.01448401012934,0.899755875667244,1.14384116252076,0.814323649133481,"GCST90277264","GCST012879"
