"","RSSobs","Pvalue"
"1",5.69963989246494e-05,"1"
"2",0.00293256437100367,"1"
"3",0.000125699169390397,"1"
"4",0.000950298916862855,"1"
"5",0.00567102894072017,"1"
"6",0.000367609049800375,"1"
"7",0.000297407856106939,"1"
"8",0.00405865512861163,"<0.013"
"9",0.00437169765578853,"0.13"
"10",7.61177276718268e-05,"1"
"11",0.00138130328423473,"0.754"
"12",0.00162698258143646,"0.325"
"13",0.00117902316772919,"0.65"
