"method","beta","lci95","uci95","or","or_lci95","or_uci95","pval","exposure","outcome"
"BWMR",-0.0157527520222198,-0.0998783086583017,0.0683728046138621,0.984370673628147,0.904947535615421,1.07076441999498,0.713607361107513,"GCST90277262","GCST012879"
