"method","beta","lci95","uci95","or","or_lci95","or_uci95","pval","exposure","outcome"
"BWMR",0.0511147116344374,-0.0419897633428842,0.144219186611759,1.05244361388614,0.958879596243887,1.15513727140358,0.281906026592168,"GCST90277268","GCST012879"
