"method","beta","lci95","uci95","or","or_lci95","or_uci95","pval","exposure","outcome"
"BWMR",0.0877209048800488,-0.00417046878817323,0.179612278548271,1.09168339599805,0.995838215540016,1.19675326624372,0.0613387258346699,"GCST90277249","GCST012879"
