"method","beta","lci95","uci95","or","or_lci95","or_uci95","pval","exposure","outcome"
"BWMR",0.00189642775298484,-0.112236302547317,0.116029158053287,1.00189822710937,0.893833017524151,1.12302861698412,0.974019622157237,"GCST90277265","GCST012879"
