"","RSSobs","Pvalue"
"1",0.000437114541303388,"1"
"2",0.00114257056221724,"1"
"3",0.0019061960882196,"1"
"4",0.0025454878424917,"0.192"
"5",0.00216102149740576,"1"
"6",0.00172493897371956,"1"
"7",0.0127961314014949,"0.896"
"8",0.000424789276320421,"1"
"9",0.00852565387811598,"<0.016"
"10",0.000465875033314429,"1"
"11",0.000211041824817955,"1"
"12",0.00152272039324679,"1"
"13",1.41349006162402e-05,"1"
"14",0.00154740628836734,"1"
"15",0.00903260138119948,"1"
"16",3.81749414620477e-05,"1"
