"method","beta","lci95","uci95","or","or_lci95","or_uci95","pval","exposure","outcome"
"BWMR",-0.0795618454768287,-0.186814111248895,0.0276904202952381,0.923520902611816,0.82959793497712,1.02807736326449,0.145955553702981,"GCST90277252","GCST012879"
