"method","beta","lci95","uci95","or","or_lci95","or_uci95","pval","exposure","outcome"
"BWMR",-0.0718586231281358,-0.190635563129369,0.0469183168730978,0.930662460658323,0.826433716194094,1.04803639869309,0.235710583842091,"GCST90277260","GCST012879"
